0.000000, -1.676095, -1.971670, -0.066558
0.000000, -1.676103, -1.971672, -0.066578
0.008940, -1.676009, -1.971729, -0.066650
0.008940, -1.676121, -1.971660, -0.066561
0.008940, -1.675982, -1.971714, -0.066711
0.021260, -1.676002, -1.971708, -0.066656
0.021260, -1.675988, -1.971714, -0.066679
0.021260, -1.675996, -1.971720, -0.066667
0.032224, -1.675981, -1.971733, -0.066643
0.032224, -1.675992, -1.971730, -0.066665
0.042020, -1.676125, -1.971672, -0.066543
0.042020, -1.676105, -1.971676, -0.066562
0.042020, -1.676057, -1.971675, -0.066544
0.055875, -1.676112, -1.971686, -0.066536
0.055875, -1.676066, -1.971670, -0.066530
0.055875, -1.676080, -1.971683, -0.066515
0.065686, -1.676074, -1.971693, -0.066539
0.065686, -1.675986, -1.971726, -0.066657
0.065686, -1.676070, -1.971667, -0.066536
0.076480, -1.676098, -1.971676, -0.066535
0.076480, -1.676115, -1.971676, -0.066551
0.076480, -1.676091, -1.971676, -0.066584
0.087343, -1.676093, -1.971676, -0.066547
0.087343, -1.676000, -1.971726, -0.066691
0.087343, -1.676003, -1.971726, -0.066663
0.098296, -1.676098, -1.971670, -0.066568
0.098296, -1.676094, -1.971665, -0.066566
0.098296, -1.675990, -1.971719, -0.066679
0.108944, -1.675994, -1.971729, -0.066642
0.108944, -1.675999, -1.971736, -0.066667
0.108944, -1.676106, -1.971676, -0.066547
0.118658, -1.676102, -1.971680, -0.066569
0.118658, -1.676068, -1.971687, -0.066536
0.118658, -1.675995, -1.971716, -0.066662
0.129462, -1.675983, -1.971723, -0.066684
0.129462, -1.676063, -1.971679, -0.066530
0.129462, -1.675990, -1.971729, -0.066662
0.140264, -1.676110, -1.971689, -0.066568
0.140264, -1.676102, -1.971685, -0.066562
0.140264, -1.676109, -1.971679, -0.066574
0.156466, -1.676111, -1.971671, -0.066577
0.156466, -1.676104, -1.971679, -0.066574
0.156466, -1.676005, -1.971717, -0.066693
0.156466, -1.675994, -1.971721, -0.066653
0.165093, -1.676098, -1.971681, -0.066561
0.165093, -1.676064, -1.971669, -0.066504
0.165093, -1.676098, -1.971672, -0.066554
0.254094, -1.676112, -1.971669, -0.066556
