0.104854, -3.564617, -2.923933, -0.072640
0.104854, -3.564730, -2.923931, -0.072573
0.104854, -3.564702, -2.923901, -0.072592
0.114849, -3.564528, -2.923784, -0.073025
0.114849, -3.564676, -2.923924, -0.072575
0.121590, -3.564691, -2.923965, -0.072580
0.121590, -3.564727, -2.923956, -0.072550
0.144020, -3.564677, -2.923965, -0.072596
0.144020, -3.564507, -2.923774, -0.073096
0.144020, -3.564683, -2.923956, -0.072589
0.144020, -3.564707, -2.923961, -0.072590
0.157176, -3.564732, -2.923916, -0.072592
0.157176, -3.564719, -2.923943, -0.072547
0.157176, -3.564652, -2.923933, -0.072627
0.171734, -3.564688, -2.923912, -0.072593
0.171734, -3.564687, -2.923930, -0.072609
0.182884, -3.564686, -2.923942, -0.072604
0.182884, -3.564692, -2.923940, -0.072601
0.182884, -3.564640, -2.923948, -0.072616
0.197152, -3.564694, -2.923957, -0.072576
0.197152, -3.564690, -2.923945, -0.072590
0.217719, -3.564672, -2.923939, -0.072609
0.217719, -3.564698, -2.923937, -0.072603
0.217719, -3.564510, -2.923755, -0.073042
0.217719, -3.564709, -2.923908, -0.072594
0.229738, -3.564662, -2.923954, -0.072593
0.229738, -3.564530, -2.923798, -0.073070
0.249323, -3.564727, -2.923938, -0.072547
0.249323, -3.564682, -2.923946, -0.072565
0.249323, -3.564702, -2.923936, -0.072557
0.249323, -3.564738, -2.923970, -0.072536
0.249323, -3.564516, -2.923787, -0.073032
0.263382, -3.564678, -2.923934, -0.072566
0.263382, -3.564677, -2.923958, -0.072541
0.275335, -3.564729, -2.923963, -0.072502
0.275335, -3.564680, -2.923956, -0.072591
0.275335, -3.564522, -2.923794, -0.073035
0.289492, -3.564678, -2.923948, -0.072583
0.289492, -3.564643, -2.923975, -0.072622
0.289492, -3.564646, -2.923967, -0.072591
0.302530, -3.564702, -2.923929, -0.072572
0.302530, -3.564515, -2.923770, -0.073073
0.316662, -3.564510, -2.923771, -0.073066
0.316662, -3.564700, -2.923956, -0.072548
0.316662, -3.564644, -2.923962, -0.072617
0.330718, -3.564696, -2.923919, -0.072514
0.330718, -3.564658, -2.923948, -0.072613
0.331829, -3.564773, -2.923975, -0.072664
0.344677, -3.564672, -2.923971, -0.072576
0.344677, -3.564674, -2.923970, -0.072591
0.356661, -3.564695, -2.923947, -0.072578
0.356661, -3.564715, -2.923970, -0.072507
0.356661, -3.564701, -2.923965, -0.072607
0.370737, -3.564665, -2.923923, -0.072582
